05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 22:11:32.521 31558 31863 W CompositeRequestHandler: java.io.IOException: status code=404, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:32.545 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:32.574 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:32.634  1042  6412 D MiAudioPolicyManager: getPackageName: com.miui.player  uid 10154
05-29 22:11:32.636  1042  6412 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:32.638  1042  6412 I AF::Track: isInWhiteList curPkgName com.miui.player  uid 10154
05-29 22:11:32.640 31558 31566 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:32.640 31558 31940 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:32.642 31558 31567 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:32.645  1042  7801 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:32.650   888 22106 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=+com.miui.player
05-29 22:11:32.650   888 22106 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=+com.miui.player
05-29 22:11:32.650  1042  1533 D APM_AudioPolicyManager: startOutput() output 29, stream 3, session 97905, appname com.miui.player, uid 10154
05-29 22:11:32.652 31558 31942 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:32.665 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$InitStart@39562b4 to com.miui.player.newplayer.PlayerState$Prepared@e0d2750
05-29 22:11:32.668  1690  4316 I MediaFocusControl: requestAudioFocus() from uid/pid 10154/31558 AA=USAGE_MEDIA/CONTENT_TYPE_MUSIC clientId=android.media.AudioManager@fb0e0e4com.miui.player.newplayer.manager.module.a@72d694d callingPack=com.miui.player req=1 flags=0x1 sdk=35
05-29 22:11:32.668 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Prepared@e0d2750 to com.miui.player.newplayer.PlayerState$Playing@13fb36f
05-29 22:11:32.703 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:32.773   888 22106 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=-com.miui.player
05-29 22:11:32.773   888 22106 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=-com.miui.player
05-29 22:11:32.827 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:32.827 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:32.829 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:33.045 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:33.108 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:33.112 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:35.656 31558 31948 D ProfileInstaller: Skipping profile installation for com.miui.player
05-29 22:11:38.631 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Playing@13fb36f to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:38.633 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:38.664 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1
05-29 22:11:38.665 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1 to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:38.671 31558 31856 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$InitStart@39562b4
05-29 22:11:38.672 31558 31864 I FileRequestHandler: result: code=404, msg=ERROR: No source found 2, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.672 31558 31864 E FileRequestHandler: status code=404, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.673 31558 31864 W CompositeRequestHandler: url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.673 31558 31864 W CompositeRequestHandler: java.io.IOException: status code=404, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.689 31558 31863 I FileRequestHandler: result: code=404, msg=ERROR: No source found 2, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.689 31558 31863 E FileRequestHandler: status code=404, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.689 31558 31863 W CompositeRequestHandler: url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.689 31558 31863 W CompositeRequestHandler: java.io.IOException: status code=404, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:38.713 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:38.736 31558 31942 D com.miui.player: reportAudiotrackParameters, playbackTime is 6, clientName is com.miui.player, usage is AUDIO_USAGE_MEDIA, flags is AUDIO_OUTPUT_FLAG_DEEP_BUFFER, channelMask is 3, format is AUDIO_FORMAT_PCM_16_BIT, sampleRate is 44100
05-29 22:11:38.736 31558 31942 D com.miui.player: send_audiotrack_parameter_to_xlog
05-29 22:11:38.776  1042  7801 D MiAudioPolicyManager: getPackageName: com.miui.player  uid 10154
05-29 22:11:38.780  1042  7801 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:38.784  1042  7801 I AF::Track: isInWhiteList curPkgName com.miui.player  uid 10154
05-29 22:11:38.786 31558 31883 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:38.786 31558 32248 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:38.789 31558 31883 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:38.790  1042  7801 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:38.809   888 22106 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=+com.miui.player
05-29 22:11:38.809   888 22106 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=+com.miui.player
05-29 22:11:38.810  1042  1533 D APM_AudioPolicyManager: startOutput() output 29, stream 3, session 97913, appname com.miui.player, uid 10154
05-29 22:11:38.812 31558 32250 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:38.839 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$InitStart@39562b4 to com.miui.player.newplayer.PlayerState$Prepared@e0d2750
05-29 22:11:38.842  1690  4313 I MediaFocusControl: requestAudioFocus() from uid/pid 10154/31558 AA=USAGE_MEDIA/CONTENT_TYPE_MUSIC clientId=android.media.AudioManager@fb0e0e4com.miui.player.newplayer.manager.module.a@72d694d callingPack=com.miui.player req=1 flags=0x1 sdk=35
05-29 22:11:38.842 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Prepared@e0d2750 to com.miui.player.newplayer.PlayerState$Playing@13fb36f
05-29 22:11:38.878 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:38.930   888 10545 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=-com.miui.player
05-29 22:11:38.930   888 10545 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=-com.miui.player
05-29 22:11:39.005 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:39.006 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:39.029 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:39.269 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:39.284 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:44.749  5787  8465 D collectorManager: ThermalScenarioValue setForegroundCounts: com.miui.player
05-29 22:11:44.787 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Playing@13fb36f to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:44.789 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:44.830 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1
05-29 22:11:44.831 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1 to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:44.832 31558 31856 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$InitStart@39562b4
